Stations_id,Bezugszeitraum,Datenquelle,Jan.,Feb.,März,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr,
      2480,1981-2010,        46,      43.5,      76.7,       118,     176.7,     208.5,     213.3,     231.6,     216.5,     154.6,     101.7,      45.9,        33,      1620,
      2485,1981-2010,        42,        59,        84,       120,       168,       200,       211,       233,       217,       161,       111,        60,        42,      1666,
      2486,1981-2010,        42,        48,        77,       118,       169,       194,       207,       224,       211,       154,       102,        54,        38,      1596,
      2488,1981-2010,        46,      55.7,      81.7,     120.4,       170,       205,     208.9,     230.4,     213.4,     154.7,     103.8,      55.6,      41.9,    1641.4,
      2494,1981-2010,        42,        51,        74,       110,       168,       208,       202,       214,       194,       137,       109,        56,        39,      1562,
      2502,1981-2010,        46,      50.8,      74.1,     107.7,     160.4,       198,     192.3,     203.9,     193.6,     139.2,     102.6,      49.9,      38.4,    1510.9,
      2503,1981-2010,        46,      48.5,      77.4,     109.7,       166,     198.2,     198.1,     213.8,     201.2,     145.2,     100.1,      44.6,        37,    1539.8,
      2506,1981-2010,        46,      56.8,      75.3,     113.2,       174,     218.3,     203.9,     225.1,       213,     150.7,     117.7,      57.5,      47.4,    1652.9,
      2521,1981-2010,        46,      48.6,      78.8,     120.9,     172.6,       212,     217.2,     240.8,     219.1,     153.8,      99.2,      46.4,      37.1,    1646.4,
      2533,1981-2010,        46,      40.7,        69,     108.5,       161,     197.7,     195.4,     206.1,     192.2,     136.6,        92,      39.6,        30,    1468.6,
      2542,1981-2010,        46,      75.4,      92.8,     128.6,     162.8,       193,     196.8,     225.6,     207.8,     154.2,     120.2,      74.5,      58.2,    1689.9,
      2543,1981-2010,        46,      66.5,      87.5,     127.7,     167.5,     202.4,     205.7,     232.5,     214.6,     155.8,     114.4,      66.1,      48.7,    1689.4,
      2546,1981-2010,        46,      49.2,        76,     118.5,     169.6,       199,     217.6,     237.7,     222.5,       159,     100.7,      53.9,        35,    1638.7,
      2564,1981-2010,        42,        40,        63,       110,       180,       238,       214,       234,       216,       144,       106,        53,        34,      1632,
      2565,1981-2010,        46,        41,      64.6,     111.5,     181.3,       235,     212.4,     231.8,     215.3,     145.7,     106.6,      52.5,      34.5,    1632.1,
      2575,1981-2010,        42,        54,        82,       120,       172,       206,       212,       233,       219,       162,       109,        56,        41,      1666,
      2578,1981-2010,        42,        46,        67,       118,       186,       246,       221,       238,       214,       152,       112,        54,        36,      1690,
      2600,1981-2010,        46,      46.1,      77.3,     114.7,     171.9,     206.9,     209.3,     229.6,     214.5,     154.6,       102,        46,        34,    1606.9,
      2601,1981-2010,        42,        50,        74,       103,       165,       187,       184,       207,       196,       134,        92,        43,        37,      1471,
      2609,1981-2010,        46,      42.1,      64.5,     109.1,     175.3,     228.9,     204.8,     222.4,     206.6,       144,     106.3,        51,      33.6,    1588.7,
      2618,1981-2010,        42,        57,        79,       109,       158,       194,       188,       203,       195,       145,       106,        56,        46,      1536,
      2621,1981-2010,        46,      53.6,      75.3,     118.4,     185.1,       231,     219.9,     239.8,     221.3,     157.9,     119.5,      57.4,      42.6,    1721.8,
      2627,1981-2010,        42,        55,        74,       117,       181,       227,       213,       233,       222,       155,       123,        59,        46,      1705,
      2629,1981-2010,        46,      50.3,      72.4,       109,     166.7,     209.1,       205,     216.1,     194.2,     137.2,     109.5,      55.9,      38.5,    1563.7,
      2638,1981-2010,        42,        90,       101,       131,       161,       194,       213,       234,       219,       169,       130,        87,        69,      1798,
      2641,1981-2010,        42,        57,        76,       115,       177,       221,       211,       229,       213,       152,       117,        59,        45,      1672,
      2654,1981-2010,        46,      55.7,      80.9,     122.5,     174.4,     206.6,     219.9,     242.5,     227.2,     165.2,     109.9,      60.4,      41.5,    1706.7,
      2657,1981-2010,        46,      43.2,      71.2,     109.6,     163.6,     191.3,     197.9,       211,     194.6,     138.5,      93.3,      43.7,      31.8,    1489.7,
      2665,1981-2010,        46,      50.3,      75.9,     108.7,     163.5,       192,     193.5,     205.6,     192.2,     135.5,       102,      53.9,        40,    1513.1,
      2680,1981-2010,        46,      41.2,      71.5,     106.9,     165.4,       201,       201,     218.8,     203.8,     144.6,      97.7,      41.4,      31.4,    1524.8,
      2689,1981-2010,        46,        39,      64.1,     102.2,       165,     212.9,     195.3,     212.7,     195.7,     140.3,     104.1,      44.9,      30.9,    1507.2,
      2691,1981-2010,        46,      47.6,      78.5,     120.7,     172.8,     213.6,     218.6,     242.9,     220.8,     153.2,      97.4,      46.3,      35.8,    1648.3,
      2701,1981-2010,        46,      53.5,      77.3,     115.9,     176.8,     219.3,     207.9,     226.7,     216.6,     150.9,     113.5,      58.5,      42.1,    1658.9,
      2703,1981-2010,        46,      45.8,      69.5,     103.4,     155.2,     192.5,     181.3,     194.6,     186.5,     134.7,      96.4,      46.8,      35.3,    1442.1,
      2704,1981-2010,        42,        54,        75,       114,       175,       220,       211,       224,       210,       150,       114,        56,        43,      1646,
      2708,1981-2010,        42,        70,        92,       126,       155,       183,       189,       219,       197,       147,       120,        71,        49,      1618,
      2717,1981-2010,        46,      41.1,        70,     105.9,     158.8,     189.2,     186.5,     201.1,     189.6,     133.2,      94.4,      40.7,      30.2,    1440.8,
      2750,1981-2010,        46,      43.1,      71.2,     104.2,     164.5,     200.3,     194.8,     213.1,     203.7,     145.1,     101.3,      43.6,      33.8,    1518.8,
      2761,1981-2010,        46,      54.9,      77.2,     118.9,       164,     199.5,     210.1,     234.2,     215.5,     152.8,      99.9,      54.8,        41,    1622.7,
      2770,1981-2010,        46,      42.3,      65.2,     107.9,     173.6,     226.3,       202,     219.7,     204.4,       143,     105.9,      50.7,      33.5,    1574.4,
      2773,1981-2010,        42,        44,        77,       113,       170,       206,       203,       226,       212,       152,       107,        45,        34,      1589,
      2775,1981-2010,        46,      52.3,      81.1,     119.5,     173.9,     210.2,     216.9,     237.3,     220.8,     160.4,     107.4,      54.5,      38.9,      1673,
      2780,1981-2010,        46,      42.2,      70.6,     105.3,       168,     205.5,     202.2,       221,       210,     149.5,     104.8,      43.7,      32.7,    1555.6,
      2783,1981-2010,        46,      57.8,      86.1,     125.3,     175.9,     219.8,       218,       242,     222.3,       162,     116.3,      58.3,      44.1,      1728,
      2790,1981-2010,        46,      48.7,      78.8,     119.3,     170.4,     199.1,     208.4,     226.8,     211.6,     154.4,     101.6,      53.4,      39.2,    1611.7,
      2794,1981-2010,        42,        49,        69,       114,       182,       232,       215,       229,       209,       149,       112,        51,        39,      1650,
      2796,1981-2010,        42,        47,        67,       116,       184,       242,       217,       234,       210,       152,       111,        53,        38,      1671,
      2814,1981-2010,        46,      68.6,      91.4,     123.5,     166.2,     196.4,     204.9,     230.9,     212.5,     157.6,     112.8,        66,      47.1,    1677.8,
      2821,1981-2010,        46,      43.9,      68.2,     103.3,     158.8,     198.2,       190,     202.1,     191.1,     134.2,      97.3,      44.4,      33.3,    1464.8,
      2829,1981-2010,        42,        68,        87,       128,       168,       202,       206,       233,       214,       156,       115,        68,        50,      1695,
      2830,1981-2010,        46,      68.3,      87.8,     128.2,     167.1,     201.9,     204.7,     232.3,       214,     155.2,     115.4,      68.1,      50.3,    1693.4,
      2831,1981-2010,        42,        56,        85,       124,       176,       220,       218,       242,       223,       161,       115,        56,        42,      1718,
      2843,1981-2010,        42,        49,        80,       120,       176,       207,       214,       231,       217,       156,       104,        50,        40,      1644,
      2856,1981-2010,        42,        55,        76,       117,       180,       226,       214,       233,       217,       155,       118,        59,        44,      1694,
      2857,1981-2010,        46,        45,      70.3,     106.7,     165.1,     203.1,     200.2,     214.9,     200.9,     140.6,     101.1,      44.6,      32.7,    1525.3,
      2861,1981-2010,        46,        47,        73,     119.4,     184.4,     228.1,     205.7,     218.3,     202.4,     144.6,     106.2,      54.1,      39.2,    1622.5,
      2872,1981-2010,        46,      44.4,      70.5,     107.6,     167.5,     208.2,     190.2,     203.6,     188.9,     136.6,     103.1,      50.9,      36.3,    1507.9,
      2879,1981-2010,        46,      46.1,      76.2,     116.4,     171.7,     205.3,       210,     230.6,     215.3,       156,     102.1,      47.8,      34.2,    1611.7,
      2886,1981-2010,        42,        60,        85,       124,       168,       200,       211,       235,       216,       156,       106,        60,        45,      1666,
      2905,1981-2010,        42,        66,        87,       126,       168,       203,       207,       233,       215,       156,       112,        65,        49,      1687,
      2906,1981-2010,        46,      43.9,      65.8,     111.3,     175.7,     230.4,     209.9,       221,     203.2,     141.9,      98.8,      53.1,      36.8,    1591.8,
      2907,1981-2010,        42,        44,        66,       111,       175,       230,       210,       221,       203,       142,        99,        53,        37,      1591,
      2912,1981-2010,        46,      41.3,      62.7,     110.3,     179.6,     235.2,     215.8,     229.4,     210.5,     144.7,     101.5,      53.9,      35.8,    1620.8,
      2915,1981-2010,        46,      53.2,      76.3,     107.6,     160.2,     196.1,       188,       208,     198.8,       147,     107.5,      53.1,      42.9,    1538.6,
      2920,1981-2010,        46,      45.9,      79.4,     124.2,     181.7,     226.9,     226.6,     245.3,     224.8,       165,     107.6,      46.3,        37,    1710.7,
      2923,1981-2010,        46,      72.6,      91.3,     128.5,     163.2,     194.1,     199.1,     227.5,     208.8,     154.7,     118.2,      71.8,      55.4,    1685.1,
      2928,1981-2010,        46,        58,      74.6,     112.5,       174,     217.8,       205,     222.2,     208.5,     149.8,     115.9,      57.8,      46.8,      1643,
      2931,1981-2010,        46,      58.1,      75.7,     113.6,       176,     220.8,     208.8,     225.7,     210.5,     150.8,     117.1,      58.5,      46.7,    1662.2,
      2947,1981-2010,        46,      44.6,      72.7,     104.9,     160.2,     188.5,     188.7,     202.7,     188.2,     132.5,      95.8,      44.4,      33.6,    1456.7,
      2949,1981-2010,        46,      68.6,      91.6,     124.1,     161.7,     191.5,       202,     225.1,     212.9,     161.8,     117.5,      71.1,      50.6,    1678.3,
      2950,1981-2010,        46,      43.1,      64.2,     115.4,       183,     240.8,     217.6,     235.8,     214.1,     150.4,     109.3,      52.3,      33.9,    1659.8,
      2951,1981-2010,        42,        44,        68,       111,       178,       224,       206,       220,       207,       148,       110,        50,        34,      1600,
      2963,1981-2010,        46,      55.2,      75.1,     113.5,     174.7,     219.5,     209.7,     225.7,     210.8,     148.9,     114.7,      56.6,      43.9,    1648.3,
      2968,1981-2010,        46,      50.9,      75.5,     108.2,     161.8,     190.6,     192.6,     203.7,     190.5,     133.4,     100.7,      54.4,        41,    1503.2,
      2985,1981-2010,        42,        51,        71,       108,       171,       212,       199,       218,       210,       147,       107,        48,        51,      1593,
      2996,1981-2010,        46,      60.6,      82.2,       120,     162.1,     193.3,       209,     229.6,     214.4,     157.6,     109.1,      65.9,      46.3,    1650.1,
      3001,1981-2010,        46,      54.9,      79.9,     125.9,     164.1,     192.8,     218.5,     234.3,     217.4,     159.3,     102.9,      59.3,      44.7,    1653.9,
      3004,1981-2010,        46,        44,      71.8,     114.4,     170.8,     197.9,     205.2,     219.2,     202.8,     143.5,      92.5,      44.3,      33.6,    1539.9,
      3007,1981-2010,        46,      48.7,      80.5,     121.5,     176.5,       208,     217.2,     235.7,     220.5,     160.6,     103.9,      53.4,      38.3,    1664.7,
      3016,1981-2010,        46,        75,      93.7,     129.6,     162.8,     192.5,     201.9,     226.9,     207.3,     159.7,     123.6,      78.2,      60.5,    1711.6,
      3017,1981-2010,        42,        34,        75,       122,       180,       215,       216,       238,       226,       164,       104,        42,        29,      1645,
      3018,1981-2010,        46,      40.1,      78.1,     122.7,     177.8,     212.1,     212.4,     234.4,     223.7,     164.3,     106.5,      47.4,      33.6,    1653.2,
      3034,1981-2010,        42,        52,        76,       107,       163,       200,       191,       211,       203,       147,       109,        51,        40,      1550,
      3042,1981-2010,        42,        43,        73,       111,       168,       196,       200,       215,       201,       141,        95,        43,        32,      1518,
      3044,1981-2010,        42,        43,        68,       105,       162,       203,       187,       199,       186,       133,       101,        50,        34,      1471,
      3045,1981-2010,        46,      42.6,      69.5,     105.2,       163,     204.7,     187.3,     199.7,     187.2,     133.8,     102.3,      49.7,      33.9,    1478.8,
      3056,1981-2010,        46,      40.9,      71.7,     111.1,     170.2,     204.8,     207.4,     227.2,     212.3,     150.8,        98,      43.2,      30.9,    1568.5,
      3062,1981-2010,        46,      41.5,      74.1,     117.6,     171.9,       201,     210.5,       226,     209.7,       147,      94.2,      44.1,      31.1,    1568.5,
      3076,1981-2010,        46,      49.9,      81.7,       122,     177.3,     209.2,     217.2,     235.2,     220.5,     161.3,     104.9,      54.6,      39.8,    1673.4,
      3082,1981-2010,        46,      48.8,      73.4,       117,     183.7,     228.3,     214.1,     235.4,     221.4,     154.6,     118.9,      56.2,      39.7,    1691.6,
      3083,1981-2010,        42,        49,        74,       117,       184,       228,       214,       235,       221,       155,       119,        56,        40,      1692,
      3085,1981-2010,        46,      42.3,      63.9,     111.5,     177.1,     233.5,     208.9,     226.8,     208.2,     146.2,     106.5,      50.9,      32.4,    1608.2,
      3086,1981-2010,        42,        42,        64,       110,       175,       231,       206,       224,       206,       145,       105,        50,        32,      1590,
      3088,1981-2010,        46,      42.2,        64,     112.8,     178.3,     235.2,     210.9,       229,     209.9,     147.4,     107.2,      50.9,      32.5,    1620.4,
      3096,1981-2010,        46,      51.5,      78.1,     106.5,     158.1,     189.7,     184.8,     199.5,     186.9,     134.8,     105.3,      52.8,      41.5,    1489.5,
      3098,1981-2010,        42,        51,        78,       106,       157,       187,       183,       197,       185,       134,       105,        53,        41,      1477,
      3101,1981-2010,        46,      46.8,        70,     109.1,     164.1,       198,     190.6,     202.4,     187.9,     135.2,     104.4,        50,      36.8,    1495.3,
      3103,1981-2010,        46,        46,      69.3,     108.4,     171.9,     221.3,     203.8,     222.1,     204.4,     146.3,     109.6,      51.7,      35.4,    1590.2,
      3113,1981-2010,        46,      43.8,      70.1,     101.1,     157.9,     195.4,     190.3,     207.5,     198.6,     138.8,      96.9,      43.6,      34.4,    1478.6,
      3135,1981-2010,        46,        59,      84.2,     120.9,     168.8,     203.1,     211.8,     232.6,     216.8,     162.3,       111,      60.7,      44.2,    1675.3,
      3137,1981-2010,        46,      45.3,      76.3,     118.8,     173.7,     203.5,     208.8,     226.4,     213.1,     151.7,        98,      48.2,      35.8,    1599.5,
      3139,1981-2010,        46,      66.7,      88.3,     126.8,     170.1,     206.9,     208.9,     235.6,     217.8,     158.5,     115.6,      65.1,      48.6,      1709,
      3147,1981-2010,        46,      52.5,      83.3,     121.9,     176.6,       217,       215,     236.8,     219.8,     159.2,     110.9,      52.4,      41.5,    1686.9,
      3158,1981-2010,        42,        52,        73,       119,       187,       233,       220,       236,       218,       153,       113,        55,        40,      1699,
      3160,1981-2010,        46,      55.8,      75.5,     112.8,     167.2,     210.1,     200.1,     212.9,     202.4,       146,     110.1,      55.9,      44.2,    1593.1,
      3164,1981-2010,        42,        39,        71,       111,       168,       192,       194,       210,       197,       138,        93,        39,        30,      1482,
      3166,1981-2010,        42,        60,        76,       106,       160,       195,       183,       207,       199,       141,       120,        59,        52,      1558,
      3196,1981-2010,        46,      48.5,      68.2,     113.2,     178.6,     232.2,     211.9,     226.7,       207,     150.3,     110.5,        54,      38.4,    1639.6,
      3204,1981-2010,        42,        53,        75,       104,       160,       198,       194,       215,       204,       144,       104,        54,        41,      1546,
      3211,1981-2010,        46,      65.6,      87.5,     119.5,     168.3,     199.9,       196,     216.8,     206.6,     157.4,     126.6,      64.8,      53.3,    1662.3,
      3212,1981-2010,        46,      43.7,      72.7,     110.5,     163.6,     189.2,     196.9,       213,     196.7,       141,      97.2,      47.6,      32.8,    1505.1,
      3222,1981-2010,        46,      46.2,      70.8,     105.6,     161.9,     204.9,     192.1,     206.1,     192.7,     138.4,     104.4,      50.5,      36.2,    1509.7,
      3223,1981-2010,        46,        51,      81.3,     131.7,     174.5,     207.3,     223.2,     247.3,     224.4,     158.1,     100.6,      54.4,      39.8,    1693.5,
      3226,1981-2010,        42,        53,        74,       112,       170,       214,       205,       218,       205,       145,       109,        54,        41,      1600,
      3228,1981-2010,        46,      51.5,      77.9,     105.2,     157.1,     181.9,     178.9,       194,     183.9,     133.5,     101.6,      53.3,      41.8,    1460.7,
      3234,1981-2010,        42,        58,        74,       111,       172,       215,       204,       223,       210,       149,       117,        58,        48,      1639,
      3236,1981-2010,        46,      46.4,      73.5,     107.8,     163.4,     203.7,     191.9,     205.3,     190.4,     137.6,     104.6,      50.8,      37.3,    1512.7,
      3244,1981-2010,        46,      66.3,      88.5,     127.2,     165.5,     196.6,     205.3,     232.5,     213.4,     156.3,     113.3,      67.7,      51.2,    1683.9,
      3245,1981-2010,        46,      67.9,      89.7,     126.9,       165,     196.4,     203.4,     230.5,     212.6,     155.7,     114.7,      68.7,      52.7,    1684.2,
      3246,1981-2010,        46,      42.6,      71.7,     108.7,     160.1,     185.9,     192.7,     208.3,     191.6,       138,      95.1,      45.4,      31.9,      1472,
      3253,1981-2010,        46,      68.8,      85.5,     118.4,     152.4,     179.2,     198.3,     225.9,     208.5,     157.1,     119.2,      70.5,      50.2,    1634.1,
      3254,1981-2010,        42,        46,        72,       106,       165,       205,       189,       203,       186,       135,       104,        52,        38,      1501,
      3257,1981-2010,        46,      49.7,      78.8,     118.3,     172.7,     208.6,     212.9,     233.7,     218.8,     158.4,     104.2,        51,      37.3,    1644.4,
      3265,1981-2010,        46,      47.3,      77.2,       115,     170.3,       204,     206.3,     226.4,     213.2,     155.1,     103.6,      50.3,      37.1,    1605.9,
      3268,1981-2010,        42,        74,        91,       125,       157,       188,       197,       222,       211,       162,       115,        75,        57,      1674,
      3278,1981-2010,        42,        60,        87,       122,       164,       193,       208,       230,       217,       161,       110,        63,        43,      1658,
      3284,1981-2010,        42,        43,        78,       116,       173,       206,       211,       232,       218,       156,       104,        47,        32,      1616,
      3287,1981-2010,        42,        53,        82,       118,       169,       205,       207,       229,       216,       158,       108,        55,        40,      1640,
      3289,1981-2010,        42,        54,        76,       109,       164,       202,       192,       213,       204,       146,       111,        53,        42,      1566,
      3291,1981-2010,        46,      42.8,      74.7,     115.6,     171.8,     205.4,     211.4,     232.5,     216.8,     155.7,     100.9,      45.7,      31.7,    1605.2,
      3300,1981-2010,        46,      40.2,      75.6,     116.4,     174.9,     205.8,     207.6,     225.5,     208.7,     149.9,     100.6,      43.7,      29.5,    1578.4,
      3307,1981-2010,        46,      78.8,     100.5,     131.6,     159.1,     184.2,     181.8,     211.1,     196.1,     154.8,     132.1,      79.7,      58.9,    1668.9,
      3313,1981-2010,        46,      43.6,      79.2,     121.7,     177.2,     211.1,     212.1,     233.2,     222.4,     162.4,     106.1,      49.6,        36,    1654.6,
      3317,1981-2010,        46,      40.3,      64.4,     108.3,     173.4,     227.5,     204.4,     221.3,     205.7,     144.2,     107.9,      50.6,        31,    1578.9,
      3319,1981-2010,        42,        43,        75,       115,       172,       206,       210,       231,       216,       155,       101,        46,        32,      1602,
      3320,1981-2010,        46,      53.6,      76.2,     112.2,     164.3,     195.5,     194.2,     208.7,     191.6,     138.7,     108.1,      57.3,      42.2,    1542.7,
      3340,1981-2010,        42,        45,        74,       111,       164,       191,       196,       210,       195,       140,        96,        46,        35,      1503,
      3348,1981-2010,        42,        46,        69,       105,       159,       196,       188,       200,       191,       135,        97,        46,        35,      1467,
      3362,1981-2010,        42,        57,        81,       122,       172,       201,       217,       238,       222,       161,       108,        60,        41,      1680,
      3370,1981-2010,        46,      48.4,      71.7,     106.6,     162.3,     200.3,     195.4,     208.4,       197,       139,     100.8,      47.6,      36.2,    1513.7,
      3376,1981-2010,        46,      50.3,      73.5,       120,     183.8,       233,     224.1,     241.5,     216.6,     155.4,     115.8,      53.8,      38.5,    1706.5,
      3382,1981-2010,        46,      73.3,      93.8,     130.7,     172.3,     210.6,     211.1,       240,     222.1,     164.7,     122.2,      71.2,      54.1,    1765.9,
      3383,1981-2010,        46,      72.4,      94.6,     132.6,     173.9,     213.1,     212.9,       242,     224.7,     166.3,     122.8,        71,        53,    1779.2,
      3385,1981-2010,        46,      72.8,      94.7,     132.8,     173.8,       213,     212.7,     241.8,     224.4,     166.7,     122.9,      71.3,      53.2,    1780.2,
      3388,1981-2010,        46,      71.6,      92.5,     128.5,     170.8,       207,     207.7,     236.6,     219.3,     161.6,     121.6,      69.8,      52.9,    1739.9,
      3390,1981-2010,        46,      71.7,      91.8,     128.7,     172.3,       208,     210.5,     239.8,     221.1,     163.3,       121,      69.3,      53.4,      1751,
      3402,1981-2010,        46,      66.4,      88.7,       122,       157,     186.6,     197.6,     221.9,     207.6,     158.1,     114.6,      69.6,      49.2,    1639.3,
      3404,1981-2010,        46,      50.7,      75.9,     111.2,     168.9,     207.4,     196.2,     212.1,     193.8,     139.3,     108.7,      54.4,      40.7,    1559.3,
      3425,1981-2010,        46,      57.2,      83.3,     118.8,     168.7,     201.1,     212.3,     232.8,     217.8,     160.8,     110.9,      58.6,      41.4,    1663.6,
      3426,1981-2010,        42,        55,        75,       117,       180,       225,       213,       233,       220,       154,       121,        58,        46,      1697,
      3432,1981-2010,        46,      60.5,      79.9,       119,     161.7,     191.5,       207,     228.6,     216.2,     158.5,     110.1,      64.5,      44.7,    1642.3,
      3442,1981-2010,        46,      38.8,      71.8,     111.2,     173.7,       202,     206.9,     222.6,     208.9,       144,      93.7,      38.6,      28.8,    1541.1,
      3484,1981-2010,        42,        49,        79,       121,       173,       213,       217,       240,       220,       154,       100,        47,        37,      1650,
      3485,1981-2010,        42,        53,        77,       118,       166,       201,       211,       236,       217,       152,        99,        53,        39,      1622,
      3486,1981-2010,        46,      50.7,      80.1,       119,     172.8,     207.2,       214,     234.5,     220.1,     159.5,     105.9,      54.3,      38.3,    1656.3,
      3509,1981-2010,        46,      47.7,      68.7,     113.5,     177.3,     222.4,     207.9,       224,     207.2,       149,     110.9,      49.8,        37,    1615.4,
      3513,1981-2010,        42,        51,        75,       104,       158,       194,       182,       203,       195,       144,       104,        49,        43,      1502,
      3518,1981-2010,        46,      67.8,      89.1,     129.7,       164,     198.4,     213.3,     237.5,     219.4,     167.6,     116.3,      71.6,      54.1,    1728.8,
      3519,1981-2010,        46,      63.3,      87.5,     130.5,     166.4,     201.4,     217.3,     241.4,     222.4,     166.4,     112.9,      67.8,      49.5,    1726.8,
      3527,1981-2010,        46,      46.1,      71.9,     105.9,     159.9,     191.3,     187.6,     203.1,     191.4,     136.6,      94.9,      45.1,      35.6,    1469.6,
      3537,1981-2010,        46,      42.4,        64,     108.8,     175.4,     228.5,     205.6,     222.8,     206.6,     143.1,     104.3,      51.9,      34.4,    1587.7,
      3540,1981-2010,        42,        51,        77,       108,       163,       190,       193,       206,       192,       139,       102,        54,        41,      1516,
      3541,1981-2010,        46,      53.1,      78.8,       110,     162.9,     191.1,     191.9,       205,     191.3,     139.9,     104.6,      56.5,      43.1,    1528.2,
      3545,1981-2010,        42,        46,        78,       120,       173,       202,       215,       234,       216,       156,       101,        51,        37,      1629,
      3565,1981-2010,        46,      46.4,      78.1,     113.5,     170.3,     208.2,     209.9,     228.7,     213.7,     154.1,     106.6,      48.6,      34.6,    1612.7,
      3571,1981-2010,        42,        43,        72,       106,       168,       205,       201,       221,       211,       150,       105,        45,        34,      1561,
      3575,1981-2010,        46,      49.6,      83.5,       123,     177.8,     207.3,     219.6,       239,     221.5,       163,     106.9,      55.3,      40.2,    1686.7,
      3576,1981-2010,        46,      50.8,      83.9,     127.1,     178.5,     207.3,     219.5,     237.4,     221.3,     166.2,     106.9,      55.5,      41.1,    1695.7,
      3577,1981-2010,        46,      48.5,      68.9,     116.1,     180.6,     232.6,     214.3,     231.9,     209.3,     151.4,     112.3,      52.1,      38.2,    1656.3,
      3578,1981-2010,        46,      48.1,        80,       121,     177.5,     212.8,     215.8,     234.9,     218.1,     157.8,       104,      46.3,        38,    1654.3,
      3590,1981-2010,        46,      43.1,      76.4,     116.6,     174.5,       205,     209.9,     226.7,     211.5,     151.1,     100.2,      44.5,      33.2,    1592.6,
      3591,1981-2010,        42,        55,        78,       114,       164,       191,       193,       209,       195,       144,       109,        60,        44,      1556,
      3595,1981-2010,        46,      46.9,      75.2,     111.1,     164.2,     190.8,       195,     208.8,     195.7,     140.5,      96.9,      47.8,      36.1,    1509.1,
      3603,1981-2010,        42,        55,        82,       120,       170,       206,       211,       232,       217,       161,       109,        57,        43,      1663,
      3605,1981-2010,        46,      51.3,      76.1,       117,     164.7,     198.7,     209.5,     233.2,     212.4,     149.8,      94.5,      49.6,      36.5,    1593.2,
      3621,1981-2010,        46,      51.5,      75.8,     116.3,     164.5,       198,     203.5,     223.2,     203.6,     145.8,      94.8,        50,      38.5,    1565.5,
      3623,1981-2010,        42,        54,        78,       114,       165,       191,       194,       209,       195,       141,       107,        59,        42,      1549,
      3639,1981-2010,        42,        48,        75,       118,       180,       233,       206,       221,       205,       146,       109,        56,        38,      1635,
      3640,1981-2010,        46,        48,      72.5,     105.9,     163.6,     201.8,       189,     203.8,     184.2,     133.8,     105.8,      53.6,      39.1,    1500.9,
      3659,1981-2010,        46,      52.8,        81,     114.4,     162.7,     187.7,       195,     212.6,     197.7,       147,       105,      56.9,      41.2,    1553.9,
      3660,1981-2010,        42,        49,        77,       113,       161,       186,       192,       211,       196,       145,       103,        51,        38,      1522,
      3666,1981-2010,        46,      54.8,      84.2,     114.7,     173.3,     212.8,     214.3,     232.5,     217.8,     158.3,     112.2,      54.7,      39.9,    1669.6,
      3667,1981-2010,        46,      49.4,      79.4,     113.7,     170.7,     208.7,     209.9,     229.1,     214.3,     155.5,     107.9,      50.5,      36.4,    1625.6,
      3671,1981-2010,        46,      58.7,      84.2,       122,     164.4,     197.5,     211.9,     233.4,     218.4,     158.7,     105.6,      59.2,      41.6,    1655.6,
      3672,1981-2010,        46,      62.6,      83.3,     121.6,     163.2,     194.5,     209.4,     230.8,     216.9,       160,     110.6,      65.9,        47,    1665.8,
      3679,1981-2010,        42,        69,        89,       120,       159,       188,       179,       209,       195,       145,       214,        68,        52,      1687,
      3694,1981-2010,        46,        52,      74.8,     101.5,     152.2,     188.9,     179.8,     196.4,     191.9,     139.1,      99.4,      50.7,      43.7,    1470.3,
      3705,1981-2010,        46,      61.1,        82,     119.5,       160,     191.1,     208.7,     230.9,     217.6,     159.7,       112,      64.5,        45,    1652.1,
      3722,1981-2010,        46,      62.9,      85.8,     127.3,     173.9,     214.4,     212.8,     241.5,       224,     161.3,     115.5,      63.8,      49.1,    1732.3,
      3734,1981-2010,        42,        52,        83,       121,       173,       205,       214,       235,       219,       160,       106,        56,        39,      1663,
      3735,1981-2010,        46,      60.8,      87.6,     124.6,     171.7,     210.5,     206.9,     233.5,     215.6,     155.9,     115.6,      59.4,      45.9,    1688.1,
      3739,1981-2010,        46,      51.4,      80.1,     113.5,     168.6,     206.5,     200.3,     222.5,     210.8,     153.6,     111.8,      51.9,        42,      1613,
      3744,1981-2010,        46,      35.7,      62.8,        99,     158.4,     194.2,     188.1,     200.4,     187.2,     127.6,      84.2,      36.8,      26.4,    1400.9,
      3751,1981-2010,        46,      64.5,      88.3,     126.8,     166.1,     198.4,     207.7,     233.4,     215.3,     157.8,     112.5,      66.3,      49.7,    1686.8,
      3752,1981-2010,        46,      48.7,      73.2,       103,       164,     202.4,     195.7,     212.9,     207.7,     150.2,     110.6,      53.8,      41.3,    1563.6,
      3753,1981-2010,        46,      49.5,      73.5,     109.1,     164.4,     201.9,     190.8,     205.7,       187,     136.5,     107.2,      54.9,      40.4,      1521,
      3776,1981-2010,        46,      50.6,        83,     124.8,     179.7,     211.6,     217.8,     232.9,     217.9,     159.5,       107,      51.2,        41,      1677,
      3777,1981-2010,        46,      52.1,      78.3,     121.7,     169.6,     201.2,     220.9,     241.6,     226.2,     162.7,     102.7,      56.9,      37.6,    1671.6,
